"","Label","Participant_ID","group","PennElementName","trial_number","sentence_number","item_number","item_type","condition","verb_type","verb","sentence_type","mood","mood_type","NPI","NPI_type","NPI_type2","EmbVerb","Value","Q2_response","age","gender","education","languages","region_childhood","region_current","EventTime","PennElementType","Parameter","Results.reception.time","Order.number.of.item","Inner.element.number","Comments","Q2_as_num"
"11","exp_trial","1groupA","A","scaleQ2_exp",14,"165","28","Control","NNR+subj","NNR","ser consciente","NNR","subj","ra","no","","na","zarpar","<span style='margin: 2em;'>Sí</span>","yes","18-29","Femenino","Educación universitaria","no","Andalucía","Comunidad de Madrid","1702040836912","Scale","Choice",1702041190,36,0,"NULL","1"
"12","exp_trial","1groupA","A","scaleQ2_exp",15,"142","24","Control","NR+ind+NPI","NR","dar la impresión","NR+NPI","ind","","yes","hasta","hasta","estrenar","<span style='margin: 2em;'>Sí</span>","yes","18-29","Femenino","Educación universitaria","no","Andalucía","Comunidad de Madrid","1702040843570","Scale","Choice",1702041190,32,0,"NULL","1"
"13","exp_trial","1groupA","A","scaleQ2_exp",16,"153","26","Control","NNR+subj","NNR","estar seguro","NNR","subj","ra","no","","na","mandar","<span style='margin: 2em;'>No</span>","no","18-29","Femenino","Educación universitaria","no","Andalucía","Comunidad de Madrid","1702040856779","Scale","Choice",1702041190,34,0,"NULL","0"
"14","exp_trial","1groupA","A","scaleQ2_exp",17,"124","21","Control","NR+ind+NPI","NR","parecer","NR+NPI","ind","","yes","hasta","hasta","empezar","<span style='margin: 2em;'>Sí</span>","yes","18-29","Femenino","Educación universitaria","no","Andalucía","Comunidad de Madrid","1702040864960","Scale","Choice",1702041190,29,0,"NULL","1"
"15","exp_trial","1groupA","A","scaleQ2_exp",18,"101","17","Critical Item","NR+ind","NR","opinar","NR","ind","","no","","na","presentar","<span style='margin: 2em;'>Sí</span>","yes","18-29","Femenino","Educación universitaria","no","Andalucía","Comunidad de Madrid","1702040875634","Scale","Choice",1702041190,25,0,"NULL","1"
"16","exp_trial","1groupA","A","scaleQ2_exp",20,"42","7","Control","NNR+ind","NNR","saber","NNR","ind","","no","","na","escuchar","<span style='margin: 2em;'>No</span>","no","18-29","Femenino","Educación universitaria","no","Andalucía","Comunidad de Madrid","1702040900562","Scale","Choice",1702041190,15,0,"NULL","0"
"17","exp_trial","1groupA","A","scaleQ2_exp",21,"72","12","Control","NNR+ind","NNR","recordar","NNR","ind","","no","","na","teñir","<span style='margin: 2em;'>No</span>","no","18-29","Femenino","Educación universitaria","no","Andalucía","Comunidad de Madrid","1702040925669","Scale","Choice",1702041190,20,0,"NULL","0"
"18","exp_trial","1groupA","A","scaleQ2_exp",22,"48","8","Control","NNR+ind","NNR","estar seguro","NNR","ind","","no","","na","caminar","<span style='margin: 2em;'>No</span>","no","18-29","Femenino","Educación universitaria","no","Andalucía","Comunidad de Madrid","1702040933666","Scale","Choice",1702041190,16,0,"NULL","0"
"19","exp_trial","1groupA","A","scaleQ2_exp",23,"206","35","Critical Item","NR+subj","NR","opinar","NR","subj","se","no","","na","recibir la carta ","<span style='margin: 2em;'>Sí</span>","yes","18-29","Femenino","Educación universitaria","no","Andalucía","Comunidad de Madrid","1702040966123","Scale","Choice",1702041190,43,0,"NULL","1"
"20","exp_trial","1groupA","A","scaleQ2_exp",24,"89","15","Critical Item","NR+ind","NR","parecer","NR","ind","","no","","na","aumentar","<span style='margin: 2em;'>Sí</span>","yes","18-29","Femenino","Educación universitaria","no","Andalucía","Comunidad de Madrid","1702040978699","Scale","Choice",1702041190,23,0,"NULL","1"
"21","exp_trial","1groupA","A","scaleQ2_exp",25,"212","36","Critical Item","NR+subj","NR","dar la impresión","NR","subj","se","no","","na","comenzar","<span style='margin: 2em;'>Sí</span>","yes","18-29","Femenino","Educación universitaria","no","Andalucía","Comunidad de Madrid","1702040989695","Scale","Choice",1702041190,44,0,"NULL","1"
"22","exp_trial","1groupA","A","scaleQ2_exp",26,"177","30","Control","NNR+subj","NNR","recordar","NNR","subj","ra","no","","na","tomar una decisión","<span style='margin: 2em;'>No</span>","no","18-29","Femenino","Educación universitaria","no","Andalucía","Comunidad de Madrid","1702040996083","Scale","Choice",1702041190,38,0,"NULL","0"
"23","exp_trial","1groupA","A","scaleQ2_exp",28,"66","11","Control","NNR+ind","NNR","asegurar","NNR","ind","","no","","na","mejorar","<span style='margin: 2em;'>No</span>","no","18-29","Femenino","Educación universitaria","no","Andalucía","Comunidad de Madrid","1702041018655","Scale","Choice",1702041190,19,0,"NULL","0"
"24","exp_trial","1groupA","A","scaleQ2_exp",30,"200","34","Critical Item","NR+subj","NR","considerar","NR","subj","se","no","","na","graduar","<span style='margin: 2em;'>Sí</span>","yes","18-29","Femenino","Educación universitaria","no","Andalucía","Comunidad de Madrid","1702041031065","Scale","Choice",1702041190,42,0,"NULL","1"
"25","exp_trial","1groupA","A","scaleQ2_exp",31,"25","5","Critical Item","NR+subj+NPI","NR","opinar","NR+NPI","subj","ra","yes","en años","en","arrojar","<span style='margin: 2em;'>Sí</span>","yes","18-29","Femenino","Educación universitaria","no","Andalucía","Comunidad de Madrid","1702041041160","Scale","Choice",1702041190,13,0,"NULL","1"
"26","exp_trial","1groupA","A","scaleQ2_exp",32,"60","10","Control","NNR+ind","NNR","ser consciente","NNR","ind","","no","","na","presentar","<span style='margin: 2em;'>No</span>","no","18-29","Femenino","Educación universitaria","no","Andalucía","Comunidad de Madrid","1702041085748","Scale","Choice",1702041190,18,0,"NULL","0"
"27","exp_trial","1groupA","A","scaleQ2_exp",33,"118","20","Control","NR+ind+NPI","NR","creer","NR+NPI","ind","","yes","hasta","hasta","encontrar","<span style='margin: 2em;'>Sí</span>","yes","18-29","Femenino","Educación universitaria","no","Andalucía","Comunidad de Madrid","1702041091915","Scale","Choice",1702041190,28,0,"NULL","1"
"28","exp_trial","1groupA","A","scaleQ2_exp",35,"31","6","Critical Item","NR+subj+NPI","NR","dar la impresión","NR+NPI","subj","ra","yes","en años","en","visitar","<span style='margin: 2em;'>No</span>","no","18-29","Femenino","Educación universitaria","no","Andalucía","Comunidad de Madrid","1702041119995","Scale","Choice",1702041190,14,0,"NULL","0"
"29","exp_trial","1groupA","A","scaleQ2_exp",36,"188","32","Critical Item","NR+subj","NR","creer","NR","subj","se","no","","na","obtener","<span style='margin: 2em;'>Sí</span>","yes","18-29","Femenino","Educación universitaria","no","Andalucía","Comunidad de Madrid","1702041124565","Scale","Choice",1702041190,40,0,"NULL","1"
"30","exp_trial","1groupA","A","scaleQ2_exp",37,"182","31","Critical Item","NR+subj","NR","pensar","NR","subj","se","no","","na","acabar","<span style='margin: 2em;'>Sí</span>","yes","18-29","Femenino","Educación universitaria","no","Andalucía","Comunidad de Madrid","1702041130635","Scale","Choice",1702041190,39,0,"NULL","1"
"31","exp_trial","1groupA","A","scaleQ2_exp",38,"1","1","Critical Item","NR+subj+NPI","NR","pensar","NR+NPI","subj","ra","yes","en años","en","leer","<span style='margin: 2em;'>No</span>","no","18-29","Femenino","Educación universitaria","no","Andalucía","Comunidad de Madrid","1702041135052","Scale","Choice",1702041190,9,0,"NULL","0"
"32","exp_trial","1groupA","A","scaleQ2_exp",39,"107","18","Critical Item","NR+ind","NR","dar la impresión","NR","ind","","no","","na","organizar","<span style='margin: 2em;'>Sí</span>","yes","18-29","Femenino","Educación universitaria","no","Andalucía","Comunidad de Madrid","1702041140149","Scale","Choice",1702041190,26,0,"NULL","1"
"33","exp_trial","1groupA","A","scaleQ2_exp",43,"7","2","Critical Item","NR+subj+NPI","NR","creer","NR+NPI","subj","ra","yes","en años","en","visitar","<span style='margin: 2em;'>Sí</span>","yes","18-29","Femenino","Educación universitaria","no","Andalucía","Comunidad de Madrid","1702041172581","Scale","Choice",1702041190,10,0,"NULL","1"
"34","exp_trial","1groupA","A","scaleQ2_exp",44,"54","9","Control","NNR+ind","NNR","resultar evidente","NNR","ind","","no","","na","aumentar","<span style='margin: 2em;'>Sí</span>","yes","18-29","Femenino","Educación universitaria","no","Andalucía","Comunidad de Madrid","1702041178638","Scale","Choice",1702041190,17,0,"NULL","1"
"35","exp_trial","2groupA","A","scaleQ2_exp",4,"19","4","Critical Item","NR+subj+NPI","NR","considerar","NR+NPI","subj","ra","yes","en años","en","cometer","<span style='margin: 2em;'>Sí</span>","yes","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040595313","Scale","Choice",1702041292,12,0,"NULL","1"
"36","exp_trial","2groupA","A","scaleQ2_exp",5,"124","21","Control","NR+ind+NPI","NR","parecer","NR+NPI","ind","","yes","hasta","hasta","empezar","<span style='margin: 2em;'>No</span>","no","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040611992","Scale","Choice",1702041292,29,0,"NULL","0"
"37","exp_trial","2groupA","A","scaleQ2_exp",8,"206","35","Critical Item","NR+subj","NR","opinar","NR","subj","se","no","","na","recibir la carta ","<span style='margin: 2em;'>Sí</span>","yes","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040655297","Scale","Choice",1702041292,43,0,"NULL","1"
"38","exp_trial","2groupA","A","scaleQ2_exp",11,"83","14","Critical Item","NR+ind","NR","creer","NR","ind","","no","","na","leer","<span style='margin: 2em;'>Sí</span>","yes","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040703593","Scale","Choice",1702041292,22,0,"NULL","1"
"39","exp_trial","2groupA","A","scaleQ2_exp",12,"60","10","Control","NNR+ind","NNR","ser consciente","NNR","ind","","no","","na","presentar","<span style='margin: 2em;'>No</span>","no","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040759097","Scale","Choice",1702041292,18,0,"NULL","0"
"40","exp_trial","2groupA","A","scaleQ2_exp",13,"118","20","Control","NR+ind+NPI","NR","creer","NR+NPI","ind","","yes","hasta","hasta","encontrar","<span style='margin: 2em;'>No</span>","no","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040786259","Scale","Choice",1702041292,28,0,"NULL","0"
"41","exp_trial","2groupA","A","scaleQ2_exp",14,"77","13","Critical Item","NR+ind","NR","pensar","NR","ind","","no","","na","venir","<span style='margin: 2em;'>Sí</span>","yes","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040811342","Scale","Choice",1702041292,21,0,"NULL","1"
"42","exp_trial","2groupA","A","scaleQ2_exp",15,"200","34","Critical Item","NR+subj","NR","considerar","NR","subj","se","no","","na","graduar","<span style='margin: 2em;'>Sí</span>","yes","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040825560","Scale","Choice",1702041292,42,0,"NULL","1"
"43","exp_trial","2groupA","A","scaleQ2_exp",16,"147","25","Control","NNR+subj","NNR","saber","NNR","subj","ra","no","","na","despertarse","<span style='margin: 2em;'>No</span>","no","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040850379","Scale","Choice",1702041292,33,0,"NULL","0"
"44","exp_trial","2groupA","A","scaleQ2_exp",17,"13","3","Critical Item","NR+subj+NPI","NR","parecer","NR+NPI","subj","ra","yes","en años","en","ser rentable","<span style='margin: 2em;'>Sí</span>","yes","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040866893","Scale","Choice",1702041292,11,0,"NULL","1"
"45","exp_trial","2groupA","A","scaleQ2_exp",18,"188","32","Critical Item","NR+subj","NR","creer","NR","subj","se","no","","na","obtener","<span style='margin: 2em;'>Sí</span>","yes","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040887163","Scale","Choice",1702041292,40,0,"NULL","1"
"46","exp_trial","2groupA","A","scaleQ2_exp",19,"31","6","Critical Item","NR+subj+NPI","NR","dar la impresión","NR+NPI","subj","ra","yes","en años","en","visitar","<span style='margin: 2em;'>No</span>","no","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040913561","Scale","Choice",1702041292,14,0,"NULL","0"
"47","exp_trial","2groupA","A","scaleQ2_exp",20,"1","1","Critical Item","NR+subj+NPI","NR","pensar","NR+NPI","subj","ra","yes","en años","en","leer","<span style='margin: 2em;'>Sí</span>","yes","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040926035","Scale","Choice",1702041292,9,0,"NULL","1"
"48","exp_trial","2groupA","A","scaleQ2_exp",21,"182","31","Critical Item","NR+subj","NR","pensar","NR","subj","se","no","","na","acabar","<span style='margin: 2em;'>Sí</span>","yes","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040936843","Scale","Choice",1702041292,39,0,"NULL","1"
"49","exp_trial","2groupA","A","scaleQ2_exp",22,"194","33","Critical Item","NR+subj","NR","parecer","NR","subj","se","no","","na","inaugurar","<span style='margin: 2em;'>Sí</span>","yes","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040944043","Scale","Choice",1702041292,41,0,"NULL","1"
"50","exp_trial","2groupA","A","scaleQ2_exp",24,"177","30","Control","NNR+subj","NNR","recordar","NNR","subj","ra","no","","na","tomar una decisión","<span style='margin: 2em;'>No</span>","no","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040988309","Scale","Choice",1702041292,38,0,"NULL","0"
"51","exp_trial","2groupA","A","scaleQ2_exp",25,"212","36","Critical Item","NR+subj","NR","dar la impresión","NR","subj","se","no","","na","comenzar","<span style='margin: 2em;'>Sí</span>","yes","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702041000677","Scale","Choice",1702041292,44,0,"NULL","1"
"52","exp_trial","2groupA","A","scaleQ2_exp",26,"95","16","Critical Item","NR+ind","NR","considerar","NR","ind","","no","","na","manejar","<span style='margin: 2em;'>Sí</span>","yes","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702041013063","Scale","Choice",1702041292,24,0,"NULL","1"
"53","exp_trial","2groupA","A","scaleQ2_exp",29,"101","17","Critical Item","NR+ind","NR","opinar","NR","ind","","no","","na","presentar","<span style='margin: 2em;'>No</span>","no","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702041079461","Scale","Choice",1702041292,25,0,"NULL","0"
"54","exp_trial","2groupA","A","scaleQ2_exp",30,"54","9","Control","NNR+ind","NNR","resultar evidente","NNR","ind","","no","","na","aumentar","<span style='margin: 2em;'>No</span>","no","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702041103029","Scale","Choice",1702041292,17,0,"NULL","0"
"55","exp_trial","2groupA","A","scaleQ2_exp",31,"153","26","Control","NNR+subj","NNR","estar seguro","NNR","subj","ra","no","","na","mandar","<span style='margin: 2em;'>Sí</span>","yes","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702041112780","Scale","Choice",1702041292,34,0,"NULL","1"
"56","exp_trial","2groupA","A","scaleQ2_exp",32,"72","12","Control","NNR+ind","NNR","recordar","NNR","ind","","no","","na","teñir","<span style='margin: 2em;'>No</span>","no","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702041124161","Scale","Choice",1702041292,20,0,"NULL","0"
"57","exp_trial","2groupA","A","scaleQ2_exp",33,"171","29","Control","NNR+subj","NNR","asegurar","NNR","subj","ra","no","","na","aterrizar","<span style='margin: 2em;'>No</span>","no","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702041138613","Scale","Choice",1702041292,37,0,"NULL","0"
"58","exp_trial","2groupA","A","scaleQ2_exp",36,"89","15","Critical Item","NR+ind","NR","parecer","NR","ind","","no","","na","aumentar","<span style='margin: 2em;'>Sí</span>","yes","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702041185612","Scale","Choice",1702041292,23,0,"NULL","1"
"59","exp_trial","2groupA","A","scaleQ2_exp",37,"107","18","Critical Item","NR+ind","NR","dar la impresión","NR","ind","","no","","na","organizar","<span style='margin: 2em;'>Sí</span>","yes","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702041194710","Scale","Choice",1702041292,26,0,"NULL","1"
"60","exp_trial","2groupA","A","scaleQ2_exp",38,"48","8","Control","NNR+ind","NNR","estar seguro","NNR","ind","","no","","na","caminar","<span style='margin: 2em;'>No</span>","no","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702041212495","Scale","Choice",1702041292,16,0,"NULL","0"
"61","exp_trial","2groupA","A","scaleQ2_exp",42,"42","7","Control","NNR+ind","NNR","saber","NNR","ind","","no","","na","escuchar","<span style='margin: 2em;'>No</span>","no","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702041254129","Scale","Choice",1702041292,15,0,"NULL","0"
"62","exp_trial","2groupA","A","scaleQ2_exp",43,"165","28","Control","NNR+subj","NNR","ser consciente","NNR","subj","ra","no","","na","zarpar","<span style='margin: 2em;'>No</span>","no","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702041262594","Scale","Choice",1702041292,36,0,"NULL","0"
"63","exp_trial","2groupA","A","scaleQ2_exp",44,"159","27","Control","NNR+subj","NNR","resultar evidente","NNR","subj","ra","no","","na","comenzar","<span style='margin: 2em;'>No</span>","no","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702041273786","Scale","Choice",1702041292,35,0,"NULL","0"
"64","exp_trial","3groupA","A","scaleQ2_exp",3,"177","30","Control","NNR+subj","NNR","recordar","NNR","subj","ra","no","","na","tomar una decisión","<span style='margin: 2em;'>No</span>","no","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040495265","Scale","Choice",1702041295,38,0,"NULL","0"
"65","exp_trial","3groupA","A","scaleQ2_exp",4,"194","33","Critical Item","NR+subj","NR","parecer","NR","subj","se","no","","na","inaugurar","<span style='margin: 2em;'>Sí</span>","yes","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040513055","Scale","Choice",1702041295,41,0,"NULL","1"
"66","exp_trial","3groupA","A","scaleQ2_exp",6,"19","4","Critical Item","NR+subj+NPI","NR","considerar","NR+NPI","subj","ra","yes","en años","en","cometer","<span style='margin: 2em;'>Sí</span>","yes","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040537961","Scale","Choice",1702041295,12,0,"NULL","1"
"67","exp_trial","3groupA","A","scaleQ2_exp",8,"107","18","Critical Item","NR+ind","NR","dar la impresión","NR","ind","","no","","na","organizar","<span style='margin: 2em;'>Sí</span>","yes","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040561610","Scale","Choice",1702041295,26,0,"NULL","1"
"68","exp_trial","3groupA","A","scaleQ2_exp",10,"54","9","Control","NNR+ind","NNR","resultar evidente","NNR","ind","","no","","na","aumentar","<span style='margin: 2em;'>No</span>","no","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040577531","Scale","Choice",1702041295,17,0,"NULL","0"
"69","exp_trial","3groupA","A","scaleQ2_exp",11,"165","28","Control","NNR+subj","NNR","ser consciente","NNR","subj","ra","no","","na","zarpar","<span style='margin: 2em;'>No</span>","no","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040588523","Scale","Choice",1702041295,36,0,"NULL","0"
"70","exp_trial","3groupA","A","scaleQ2_exp",12,"212","36","Critical Item","NR+subj","NR","dar la impresión","NR","subj","se","no","","na","comenzar","<span style='margin: 2em;'>Sí</span>","yes","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040654046","Scale","Choice",1702041295,44,0,"NULL","1"
"71","exp_trial","3groupA","A","scaleQ2_exp",15,"1","1","Critical Item","NR+subj+NPI","NR","pensar","NR+NPI","subj","ra","yes","en años","en","leer","<span style='margin: 2em;'>Sí</span>","yes","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040701769","Scale","Choice",1702041295,9,0,"NULL","1"
"72","exp_trial","3groupA","A","scaleQ2_exp",17,"42","7","Control","NNR+ind","NNR","saber","NNR","ind","","no","","na","escuchar","<span style='margin: 2em;'>No</span>","no","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040731856","Scale","Choice",1702041295,15,0,"NULL","0"
"73","exp_trial","3groupA","A","scaleQ2_exp",18,"200","34","Critical Item","NR+subj","NR","considerar","NR","subj","se","no","","na","graduar","<span style='margin: 2em;'>Sí</span>","yes","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040751600","Scale","Choice",1702041295,42,0,"NULL","1"
"74","exp_trial","3groupA","A","scaleQ2_exp",19,"118","20","Control","NR+ind+NPI","NR","creer","NR+NPI","ind","","yes","hasta","hasta","encontrar","<span style='margin: 2em;'>Sí</span>","yes","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040773682","Scale","Choice",1702041295,28,0,"NULL","1"
"75","exp_trial","3groupA","A","scaleQ2_exp",21,"95","16","Critical Item","NR+ind","NR","considerar","NR","ind","","no","","na","manejar","<span style='margin: 2em;'>Sí</span>","yes","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040809161","Scale","Choice",1702041295,24,0,"NULL","1"
"76","exp_trial","3groupA","A","scaleQ2_exp",22,"182","31","Critical Item","NR+subj","NR","pensar","NR","subj","se","no","","na","acabar","<span style='margin: 2em;'>Sí</span>","yes","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040829323","Scale","Choice",1702041295,39,0,"NULL","1"
"77","exp_trial","3groupA","A","scaleQ2_exp",23,"171","29","Control","NNR+subj","NNR","asegurar","NNR","subj","ra","no","","na","aterrizar","<span style='margin: 2em;'>No</span>","no","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040851962","Scale","Choice",1702041295,37,0,"NULL","0"
"78","exp_trial","3groupA","A","scaleQ2_exp",25,"25","5","Critical Item","NR+subj+NPI","NR","opinar","NR+NPI","subj","ra","yes","en años","en","arrojar","<span style='margin: 2em;'>Sí</span>","yes","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040875635","Scale","Choice",1702041295,13,0,"NULL","1"
"79","exp_trial","3groupA","A","scaleQ2_exp",26,"66","11","Control","NNR+ind","NNR","asegurar","NNR","ind","","no","","na","mejorar","<span style='margin: 2em;'>Sí</span>","yes","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040891027","Scale","Choice",1702041295,19,0,"NULL","1"
"80","exp_trial","3groupA","A","scaleQ2_exp",28,"89","15","Critical Item","NR+ind","NR","parecer","NR","ind","","no","","na","aumentar","<span style='margin: 2em;'>Sí</span>","yes","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040927417","Scale","Choice",1702041295,23,0,"NULL","1"
"81","exp_trial","3groupA","A","scaleQ2_exp",29,"188","32","Critical Item","NR+subj","NR","creer","NR","subj","se","no","","na","obtener","<span style='margin: 2em;'>Sí</span>","yes","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040936154","Scale","Choice",1702041295,40,0,"NULL","1"
"82","exp_trial","3groupA","A","scaleQ2_exp",30,"83","14","Critical Item","NR+ind","NR","creer","NR","ind","","no","","na","leer","<span style='margin: 2em;'>Sí</span>","yes","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040965707","Scale","Choice",1702041295,22,0,"NULL","1"
"83","exp_trial","3groupA","A","scaleQ2_exp",31,"13","3","Critical Item","NR+subj+NPI","NR","parecer","NR+NPI","subj","ra","yes","en años","en","ser rentable","<span style='margin: 2em;'>No</span>","no","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040983908","Scale","Choice",1702041295,11,0,"NULL","0"
