"","Label","Participant_ID","group","PennElementName","trial_number","sentence_number","item_number","item_type","condition","verb_type","verb","sentence_type","mood","mood_type","NPI","NPI_type","NPI_type2","EmbVerb","Value","Q2_response","age","gender","education","languages","region_childhood","region_current","EventTime","PennElementType","Parameter","Results.reception.time","Order.number.of.item","Inner.element.number","Comments"
"37","exp_trial","2groupA","A","scaleQ1_exp",1,"66","11","Control","NNR+ind","NNR","asegurar","NNR","ind","","no","","na","mejorar","1","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040549259","Scale","Choice",1702041292,19,0,"NULL"
"38","exp_trial","2groupA","A","scaleQ1_exp",2,"112","19","Control","NR+ind+NPI","NR","pensar","NR+NPI","ind","","yes","hasta","hasta","llegar","3","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040564475","Scale","Choice",1702041292,27,0,"NULL"
"39","exp_trial","2groupA","A","scaleQ1_exp",3,"25","5","Critical Item","NR+subj+NPI","NR","opinar","NR+NPI","subj","ra","yes","en años","en","arrojar","3","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040575925","Scale","Choice",1702041292,13,0,"NULL"
"40","exp_trial","2groupA","A","scaleQ1_exp",4,"19","4","Critical Item","NR+subj+NPI","NR","considerar","NR+NPI","subj","ra","yes","en años","en","cometer","7","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040587660","Scale","Choice",1702041292,12,0,"NULL"
"41","exp_trial","2groupA","A","scaleQ1_exp",5,"124","21","Control","NR+ind+NPI","NR","parecer","NR+NPI","ind","","yes","hasta","hasta","empezar","7","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040605408","Scale","Choice",1702041292,29,0,"NULL"
"42","exp_trial","2groupA","A","scaleQ1_exp",6,"130","22","Control","NR+ind+NPI","NR","considerar","NR+NPI","ind","","yes","hasta","hasta","terminar","3","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040622627","Scale","Choice",1702041292,30,0,"NULL"
"43","exp_trial","2groupA","A","scaleQ1_exp",8,"206","35","Critical Item","NR+subj","NR","opinar","NR","subj","se","no","","na","recibir la carta ","4","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040649160","Scale","Choice",1702041292,43,0,"NULL"
"44","exp_trial","2groupA","A","scaleQ1_exp",9,"7","2","Critical Item","NR+subj+NPI","NR","creer","NR+NPI","subj","ra","yes","en años","en","visitar","3","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040664092","Scale","Choice",1702041292,10,0,"NULL"
"45","exp_trial","2groupA","A","scaleQ1_exp",10,"136","23","Control","NR+ind+NPI","NR","opinar","NR+NPI","ind","","yes","hasta","hasta","despegar","3","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040676360","Scale","Choice",1702041292,31,0,"NULL"
"46","exp_trial","2groupA","A","scaleQ1_exp",11,"83","14","Critical Item","NR+ind","NR","creer","NR","ind","","no","","na","leer","4","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040689257","Scale","Choice",1702041292,22,0,"NULL"
"47","exp_trial","2groupA","A","scaleQ1_exp",12,"60","10","Control","NNR+ind","NNR","ser consciente","NNR","ind","","no","","na","presentar","5","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040744159","Scale","Choice",1702041292,18,0,"NULL"
"48","exp_trial","2groupA","A","scaleQ1_exp",13,"118","20","Control","NR+ind+NPI","NR","creer","NR+NPI","ind","","yes","hasta","hasta","encontrar","4","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040765359","Scale","Choice",1702041292,28,0,"NULL"
"49","exp_trial","2groupA","A","scaleQ1_exp",14,"77","13","Critical Item","NR+ind","NR","pensar","NR","ind","","no","","na","venir","7","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040793608","Scale","Choice",1702041292,21,0,"NULL"
"50","exp_trial","2groupA","A","scaleQ1_exp",15,"200","34","Critical Item","NR+subj","NR","considerar","NR","subj","se","no","","na","graduar","7","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040818393","Scale","Choice",1702041292,42,0,"NULL"
"51","exp_trial","2groupA","A","scaleQ1_exp",16,"147","25","Control","NNR+subj","NNR","saber","NNR","subj","ra","no","","na","despertarse","7","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040830793","Scale","Choice",1702041292,33,0,"NULL"
"52","exp_trial","2groupA","A","scaleQ1_exp",17,"13","3","Critical Item","NR+subj+NPI","NR","parecer","NR+NPI","subj","ra","yes","en años","en","ser rentable","7","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040858792","Scale","Choice",1702041292,11,0,"NULL"
"53","exp_trial","2groupA","A","scaleQ1_exp",18,"188","32","Critical Item","NR+subj","NR","creer","NR","subj","se","no","","na","obtener","7","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040873359","Scale","Choice",1702041292,40,0,"NULL"
"54","exp_trial","2groupA","A","scaleQ1_exp",19,"31","6","Critical Item","NR+subj+NPI","NR","dar la impresión","NR+NPI","subj","ra","yes","en años","en","visitar","6","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040895541","Scale","Choice",1702041292,14,0,"NULL"
"55","exp_trial","2groupA","A","scaleQ1_exp",20,"1","1","Critical Item","NR+subj+NPI","NR","pensar","NR+NPI","subj","ra","yes","en años","en","leer","7","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040923325","Scale","Choice",1702041292,9,0,"NULL"
"56","exp_trial","2groupA","A","scaleQ1_exp",21,"182","31","Critical Item","NR+subj","NR","pensar","NR","subj","se","no","","na","acabar","7","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040933175","Scale","Choice",1702041292,39,0,"NULL"
"57","exp_trial","2groupA","A","scaleQ1_exp",22,"194","33","Critical Item","NR+subj","NR","parecer","NR","subj","se","no","","na","inaugurar","7","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040941840","Scale","Choice",1702041292,41,0,"NULL"
"58","exp_trial","2groupA","A","scaleQ1_exp",23,"142","24","Control","NR+ind+NPI","NR","dar la impresión","NR+NPI","ind","","yes","hasta","hasta","estrenar","3","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040973643","Scale","Choice",1702041292,32,0,"NULL"
"59","exp_trial","2groupA","A","scaleQ1_exp",24,"177","30","Control","NNR+subj","NNR","recordar","NNR","subj","ra","no","","na","tomar una decisión","7","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040980276","Scale","Choice",1702041292,38,0,"NULL"
"60","exp_trial","2groupA","A","scaleQ1_exp",25,"212","36","Critical Item","NR+subj","NR","dar la impresión","NR","subj","se","no","","na","comenzar","7","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702040996592","Scale","Choice",1702041292,44,0,"NULL"
"61","exp_trial","2groupA","A","scaleQ1_exp",26,"95","16","Critical Item","NR+ind","NR","considerar","NR","ind","","no","","na","manejar","7","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702041009744","Scale","Choice",1702041292,24,0,"NULL"
"62","exp_trial","2groupA","A","scaleQ1_exp",29,"101","17","Critical Item","NR+ind","NR","opinar","NR","ind","","no","","na","presentar","4","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702041069741","Scale","Choice",1702041292,25,0,"NULL"
"63","exp_trial","2groupA","A","scaleQ1_exp",30,"54","9","Control","NNR+ind","NNR","resultar evidente","NNR","ind","","no","","na","aumentar","5","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702041093577","Scale","Choice",1702041292,17,0,"NULL"
"64","exp_trial","2groupA","A","scaleQ1_exp",31,"153","26","Control","NNR+subj","NNR","estar seguro","NNR","subj","ra","no","","na","mandar","7","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702041109326","Scale","Choice",1702041292,34,0,"NULL"
"65","exp_trial","2groupA","A","scaleQ1_exp",32,"72","12","Control","NNR+ind","NNR","recordar","NNR","ind","","no","","na","teñir","7","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702041118160","Scale","Choice",1702041292,20,0,"NULL"
"66","exp_trial","2groupA","A","scaleQ1_exp",33,"171","29","Control","NNR+subj","NNR","asegurar","NNR","subj","ra","no","","na","aterrizar","7","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702041129093","Scale","Choice",1702041292,37,0,"NULL"
"67","exp_trial","2groupA","A","scaleQ1_exp",36,"89","15","Critical Item","NR+ind","NR","parecer","NR","ind","","no","","na","aumentar","7","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702041178696","Scale","Choice",1702041292,23,0,"NULL"
"68","exp_trial","2groupA","A","scaleQ1_exp",37,"107","18","Critical Item","NR+ind","NR","dar la impresión","NR","ind","","no","","na","organizar","7","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702041190026","Scale","Choice",1702041292,26,0,"NULL"
"69","exp_trial","2groupA","A","scaleQ1_exp",38,"48","8","Control","NNR+ind","NNR","estar seguro","NNR","ind","","no","","na","caminar","6","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702041204176","Scale","Choice",1702041292,16,0,"NULL"
"70","exp_trial","2groupA","A","scaleQ1_exp",42,"42","7","Control","NNR+ind","NNR","saber","NNR","ind","","no","","na","escuchar","7","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702041247448","Scale","Choice",1702041292,15,0,"NULL"
"71","exp_trial","2groupA","A","scaleQ1_exp",43,"165","28","Control","NNR+subj","NNR","ser consciente","NNR","subj","ra","no","","na","zarpar","7","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702041258097","Scale","Choice",1702041292,36,0,"NULL"
"72","exp_trial","2groupA","A","scaleQ1_exp",44,"159","27","Control","NNR+subj","NNR","resultar evidente","NNR","subj","ra","no","","na","comenzar","7","na","30-39","Masculino","Educación universitaria","Inglés ","Comunidad de Madrid","Comunidad de Madrid","1702041267598","Scale","Choice",1702041292,35,0,"NULL"
"73","exp_trial","3groupA","A","scaleQ1_exp",1,"124","21","Control","NR+ind+NPI","NR","parecer","NR+NPI","ind","","yes","hasta","hasta","empezar","3","na","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040477775","Scale","Choice",1702041295,29,0,"NULL"
"74","exp_trial","3groupA","A","scaleQ1_exp",3,"177","30","Control","NNR+subj","NNR","recordar","NNR","subj","ra","no","","na","tomar una decisión","7","na","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040491243","Scale","Choice",1702041295,38,0,"NULL"
"75","exp_trial","3groupA","A","scaleQ1_exp",4,"194","33","Critical Item","NR+subj","NR","parecer","NR","subj","se","no","","na","inaugurar","7","na","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040507512","Scale","Choice",1702041295,41,0,"NULL"
"76","exp_trial","3groupA","A","scaleQ1_exp",6,"19","4","Critical Item","NR+subj+NPI","NR","considerar","NR+NPI","subj","ra","yes","en años","en","cometer","5","na","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040530903","Scale","Choice",1702041295,12,0,"NULL"
"77","exp_trial","3groupA","A","scaleQ1_exp",7,"112","19","Control","NR+ind+NPI","NR","pensar","NR+NPI","ind","","yes","hasta","hasta","llegar","3","na","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040543721","Scale","Choice",1702041295,27,0,"NULL"
"78","exp_trial","3groupA","A","scaleQ1_exp",8,"107","18","Critical Item","NR+ind","NR","dar la impresión","NR","ind","","no","","na","organizar","4","na","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040553403","Scale","Choice",1702041295,26,0,"NULL"
"79","exp_trial","3groupA","A","scaleQ1_exp",10,"54","9","Control","NNR+ind","NNR","resultar evidente","NNR","ind","","no","","na","aumentar","4","na","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040573933","Scale","Choice",1702041295,17,0,"NULL"
"80","exp_trial","3groupA","A","scaleQ1_exp",11,"165","28","Control","NNR+subj","NNR","ser consciente","NNR","subj","ra","no","","na","zarpar","6","na","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040585530","Scale","Choice",1702041295,36,0,"NULL"
"81","exp_trial","3groupA","A","scaleQ1_exp",12,"212","36","Critical Item","NR+subj","NR","dar la impresión","NR","subj","se","no","","na","comenzar","7","na","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040617932","Scale","Choice",1702041295,44,0,"NULL"
"82","exp_trial","3groupA","A","scaleQ1_exp",13,"101","17","Critical Item","NR+ind","NR","opinar","NR","ind","","no","","na","presentar","3","na","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040674106","Scale","Choice",1702041295,25,0,"NULL"
"83","exp_trial","3groupA","A","scaleQ1_exp",14,"130","22","Control","NR+ind+NPI","NR","considerar","NR+NPI","ind","","yes","hasta","hasta","terminar","2","na","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040693091","Scale","Choice",1702041295,30,0,"NULL"
"84","exp_trial","3groupA","A","scaleQ1_exp",15,"1","1","Critical Item","NR+subj+NPI","NR","pensar","NR+NPI","subj","ra","yes","en años","en","leer","6","na","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040698487","Scale","Choice",1702041295,9,0,"NULL"
"85","exp_trial","3groupA","A","scaleQ1_exp",17,"42","7","Control","NNR+ind","NNR","saber","NNR","ind","","no","","na","escuchar","7","na","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040721337","Scale","Choice",1702041295,15,0,"NULL"
"86","exp_trial","3groupA","A","scaleQ1_exp",18,"200","34","Critical Item","NR+subj","NR","considerar","NR","subj","se","no","","na","graduar","7","na","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040748484","Scale","Choice",1702041295,42,0,"NULL"
"87","exp_trial","3groupA","A","scaleQ1_exp",19,"118","20","Control","NR+ind+NPI","NR","creer","NR+NPI","ind","","yes","hasta","hasta","encontrar","4","na","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040766731","Scale","Choice",1702041295,28,0,"NULL"
"88","exp_trial","3groupA","A","scaleQ1_exp",20,"147","25","Control","NNR+subj","NNR","saber","NNR","subj","ra","no","","na","despertarse","3","na","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040783131","Scale","Choice",1702041295,33,0,"NULL"
"89","exp_trial","3groupA","A","scaleQ1_exp",21,"95","16","Critical Item","NR+ind","NR","considerar","NR","ind","","no","","na","manejar","5","na","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040801236","Scale","Choice",1702041295,24,0,"NULL"
"90","exp_trial","3groupA","A","scaleQ1_exp",22,"182","31","Critical Item","NR+subj","NR","pensar","NR","subj","se","no","","na","acabar","7","na","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040814941","Scale","Choice",1702041295,39,0,"NULL"
"91","exp_trial","3groupA","A","scaleQ1_exp",23,"171","29","Control","NNR+subj","NNR","asegurar","NNR","subj","ra","no","","na","aterrizar","6","na","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040846160","Scale","Choice",1702041295,37,0,"NULL"
"92","exp_trial","3groupA","A","scaleQ1_exp",24,"136","23","Control","NR+ind+NPI","NR","opinar","NR+NPI","ind","","yes","hasta","hasta","despegar","2","na","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040859632","Scale","Choice",1702041295,31,0,"NULL"
"93","exp_trial","3groupA","A","scaleQ1_exp",25,"25","5","Critical Item","NR+subj+NPI","NR","opinar","NR+NPI","subj","ra","yes","en años","en","arrojar","6","na","18-29","No binario","Educación universitaria","","Región de Murcia","Región de Murcia","1702040873055","Scale","Choice",1702041295,13,0,"NULL"
